"Code","Desc","Type","med_type"
"20168311000001103","Levetiracetam 500mg tablets (Accord Healthcare Ltd)","dmd","PNC"
"51755001000027109","Valproate sodium 200mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd)","dmd","PNC"
"19861211000001109","Levetiracetam 100mg/ml oral solution sugar free (Beacon Pharmaceuticals Ltd)","dmd","PNC"
"322943009","Phenytoin sodium 25mg capsules","dmd","PNC"
"37082511000001105","Carbamazepine 400mg modified-release tablets","dmd","PNC"
"880211000001107","Sodium valproate 200mg gastro-resistant tablets (Mylan)","dmd","PNC"
"21856511000001101","Clobazam 5mg/5ml oral suspension sugar free","dmd","PNC"
"9557711000001101","Gabapentin 100mg capsules (Zentiva)","dmd","PNC"
"322916004","Phenobarbital 30mg tablets","dmd","PNC"
"375396003","Levetiracetam 750mg tablets","dmd","PNC"
"290011000001107","Topamax 25mg tablets (Janssen-Cilag Ltd)","dmd","PNC"
"18769311000001102","Trobalt 50mg tablets (GlaxoSmithKline UK Ltd)","dmd","PNC"
"514411000001104","Carbamazepine 100mg tablets (Actavis UK Ltd)","dmd","PNC"
"725911000001101","Epanutin 100mg capsules (Pfizer Ltd)","dmd","PNC"
"21730711000001109","Desitrend 250mg granules sachets (Desitin Pharma Ltd)","dmd","PNC"
"220011000001104","Orlept 500mg gastro-resistant tablets (Wockhardt UK Ltd)","dmd","PNC"
"101305001000027100","Carbamazepine 200mg Tablet (IVAX Pharmaceuticals UK Ltd)","dmd","PNC"
"21039111000001100","Phenobarbital 15mg tablets (Bristol Laboratories Ltd)","dmd","PNC"
"28737611000001105","Rewisca 50mg capsules (Consilient Health Ltd)","dmd","PNC"
"4766111000001107","Epival CR 500mg tablets (Healthcare Pharma Ltd)","dmd","PNC"
"5547911000001106","Neurontin 300mg capsules (Dowelhurst Ltd)","dmd","PNC"
"11475111000001108","Sodium valproate 150mg modified-release capsules","dmd","PNC"
"9327611000001107","Lamotrigine 50mg tablets (Actavis UK Ltd)","dmd","PNC"
"16091211000001100","Topiramate 15mg/5ml oral suspension","dmd","PNC"
"322927002","Phenobarbital 15mg/5ml elixir","dmd","PNC"
"21660111000001105","Gabapentin 50mg/ml oral solution sugar free","dmd","PNC"
"409467001","Gabapentin 250mg/5ml oral solution","dmd","PNC"
"21212611000001103","Fycompa 4mg tablets (Eisai Ltd)","dmd","PNC"
"35939411000001102","Phenobarbital 60mg/1ml solution for injection ampoules","dmd","PNC"
"9458811000001100","Lamotrigine 100mg dispersible tablets sugar free (A A H Pharmaceuticals Ltd)","dmd","PNC"
"20065611000001108","Clonazepam 2mg/5ml oral solution sugar free","dmd","PNC"
"7721611000001107","Sultiame 50mg tablets","dmd","PNC"
"12189011000001101","Phenobarbital 250mg/5ml oral suspension","dmd","PNC"
"195395001000027108","Sodium valproate with valproic acid 300mg modified release tablets","dmd","PNC"
"88565001000027107","CLOBAZAM 2.5 MG CAP","dmd","PNC"
"305395001000027104","Tegretol retard 400mg Modified-release tablet (Novartis Pharmaceuticals UK Ltd)","dmd","PNC"
"448711000001102","Epilim 500 gastro-resistant tablets (Sanofi)","dmd","PNC"
"767111000001104","Zarontin 250mg capsules (Pfizer Ltd)","dmd","PNC"
"782711000001103","Zarontin 250mg/5ml syrup (Essential Pharma Ltd)","dmd","PNC"
"16677911000001101","Tegretol Prolonged Release 400mg tablets (Stephar (U.K.) Ltd)","dmd","PNC"
"36061711000001108","Gabapentin 600mg tablets and Gabapentin 300mg capsules","dmd","PNC"
"87711000001100","Mysoline 250mg tablets (SERB)","dmd","PNC"
"142645001000027100","Sodium valproate CR 500mg Tablet (Hillcross Pharmaceuticals Ltd)","dmd","PNC"
"322888009","Carbamazepine 250mg suppositories","dmd","PNC"
"20353711000001106","Vimpat 10mg/ml syrup (UCB Pharma Ltd)","dmd","PNC"
"14194911000001109","Vimpat 50mg tablets (UCB Pharma Ltd)","dmd","PNC"
"12212911000001106","Phenobarbital 15mg/5ml oral solution","dmd","PNC"
"18576511000001108","Epilim Chrono 200 tablets (DE Pharmaceuticals)","dmd","PNC"
"8395811000001106","Clonazepam 250micrograms/5ml oral suspension","dmd","PNC"
"20910611000001108","Topiramate 25mg capsules (Sandoz Ltd)","dmd","PNC"
"13076011000001103","Lyrica 225mg capsules (Upjohn UK Ltd)","dmd","PNC"
"20168111000001100","Levetiracetam 250mg tablets (Accord Healthcare Ltd)","dmd","PNC"
"13124211000001106","Inovelon 400mg tablets (Eisai Ltd)","dmd","PNC"
"8789511000001106","Phenobarbital 50mg/5ml oral solution (Special Order)","dmd","PNC"
"563311000001108","Phenobarbital 60mg tablets (Accord Healthcare Ltd)","dmd","PNC"
"15125311000001109","Pregabalin 150mg/5ml oral solution","dmd","PNC"
"19868711000001107","Matever 250mg tablets (Aspire Pharma Ltd)","dmd","PNC"
"322982006","Lamotrigine 100mg tablets","dmd","PNC"
"253111000001106","Carbamazepine 400mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"2927711000001103","Lamictal 50mg tablets (GlaxoSmithKline UK Ltd)","dmd","PNC"
"322931008","Phenytoin 30mg/5ml oral suspension","dmd","PNC"
"250155001000027102","Primidone 100mg/5ml oral solution","dmd","PNC"
"12195011000001104","Phenobarbital sodium 15mg/5ml oral solution","dmd","PNC"
"23595311000001103","Phenytoin sodium 100mg capsules (Actavis UK Ltd)","dmd","PNC"
"14196211000001105","Vimpat 200mg/20ml solution for infusion vials (UCB Pharma Ltd)","dmd","PNC"
"20556411000001107","Pregabalin 20mg/ml oral solution sugar free","dmd","PNC"
"323025004","Topiramate 200mg tablets","dmd","PNC"
"3145811000001106","Lamictal 5mg dispersible tablets (GlaxoSmithKline UK Ltd)","dmd","PNC"
"322890005","Carbamazepine 100mg chewable tablets sugar free","dmd","PNC"
"119011000001103","Sodium valproate 100mg tablets (Mylan)","dmd","PNC"
"134575001000027101","Phenytoin 50mg capsule","dmd","PNC"
"19977911000001108","Sodium valproate 500mg/5ml oral suspension","dmd","PNC"
"250805001000027102","Mesuximide 300mg Capsule","dmd","PNC"
"323054005","Levetiracetam 500mg tablets","dmd","PNC"
"9303911000001103","Zonegran 50mg capsules (Eisai Ltd)","dmd","PNC"
"71005001000027101","Pentran 50mg Tablet (Berk Pharmaceuticals Ltd)","dmd","PNC"
"8916811000001109","Gabapentin 100mg capsules (Mylan)","dmd","PNC"
"839211000001109","Keppra 500mg tablets (UCB Pharma Ltd)","dmd","PNC"
"662611000001103","Tegretol Prolonged Release 400mg tablets (Novartis Pharmaceuticals UK Ltd)","dmd","PNC"
"18196211000001106","Tegretol Prolonged Release 400mg tablets (Necessity Supplies Ltd)","dmd","PNC"
"118025001000027100","Carbamazepine sr 400mg Tablet (IVAX Pharmaceuticals UK Ltd)","dmd","PNC"
"18770811000001108","Trobalt 100mg tablets (GlaxoSmithKline UK Ltd)","dmd","PNC"
"2925811000001101","Lamictal 25mg tablets (GlaxoSmithKline UK Ltd)","dmd","PNC"
"7892111000001104","Lyrica 300mg capsules (Upjohn UK Ltd)","dmd","PNC"
"23480211000001109","Primidone 250mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"16267611000001104","Tegretol 100mg/5ml liquid (Lexon (UK) Ltd)","dmd","PNC"
"19665211000001102","Sodium valproate 200mg gastro-resistant tablets (Wockhardt UK Ltd)","dmd","PNC"
"9308411000001100","Gabapentin 300mg capsules (Sandoz Ltd)","dmd","PNC"
"323010004","Valproic acid 500mg gastro-resistant capsules","dmd","PNC"
"35919911000001103","Topiramate 15mg capsules","dmd","PNC"
"66045001000027108","Sodium valproate 200mg/5ml Oral solution (IVAX Pharmaceuticals UK Ltd)","dmd","PNC"
"22629711000001105","Carbamazepine 100mg/5ml oral suspension sugar free (DE Pharmaceuticals)","dmd","PNC"
"322981004","Lamotrigine 50mg tablets","dmd","PNC"
"8360711000001105","Clobazam 10mg/5ml oral solution","dmd","PNC"
"23167411000001105","Desitrend 100mg/ml oral solution (Desitin Pharma Ltd)","dmd","PNC"
"322942004","Phenytoin sodium 300mg capsules","dmd","PNC"
"13666611000001108","Epilim Chronosphere MR 50mg granules sachets (Sanofi)","dmd","PNC"
"16091111000001106","Topiramate 15mg/5ml oral solution","dmd","PNC"
"28736211000001106","Rewisca 100mg capsules (Consilient Health Ltd)","dmd","PNC"
"21349711000001102","Phenytoin sodium 300mg capsules (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"13123911000001104","Inovelon 200mg tablets (Eisai Ltd)","dmd","PNC"
"13718711000001107","Sodium valproate 250mg modified-release granules sachets sugar free","dmd","PNC"
"21349211000001109","Phenytoin sodium 50mg capsules (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"11475411000001103","Sodium valproate 1g modified-release granules sachets sugar free","dmd","PNC"
"28740211000001105","Rewisca 225mg capsules (Consilient Health Ltd)","dmd","PNC"
"680511000001100","Tegretol 100mg tablets (Novartis Pharmaceuticals UK Ltd)","dmd","PNC"
"12089311000001107","Gabapentin 200mg/5ml oral solution","dmd","PNC"
"35939111000001107","Phenobarbital 15mg/1ml solution for injection ampoules","dmd","PNC"
"5568111000001101","Gabapentin 100mg capsules (A A H Pharmaceuticals Ltd)","dmd","PNC"
"322889001","Carbamazepine 200mg chewable tablets sugar free","dmd","PNC"
"16263711000001103","Tegretol Prolonged Release 200mg tablets (Lexon (UK) Ltd)","dmd","PNC"
"159611000001104","Neurontin 800mg tablets (Upjohn UK Ltd)","dmd","PNC"
"7891211000001103","Lyrica 150mg capsules (Upjohn UK Ltd)","dmd","PNC"
"506411000001105","Carbamazepine 100mg tablets (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"8818311000001105","Primidone 62.5mg/5ml oral suspension","dmd","PNC"
"251965001000027103","Sodium valproate with valproic acid 500mg modified release granules","dmd","PNC"
"84011000001105","Sodium valproate 500mg gastro-resistant tablets (Teva UK Ltd)","dmd","PNC"
"16197411000001103","Eslicarbazepine 800mg tablets","dmd","PNC"
"20019211000001108","Clonazepam 2mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)","dmd","PNC"
"21374911000001100","Phenytoin sodium 25mg capsules (A A H Pharmaceuticals Ltd)","dmd","PNC"
"322898003","Clonazepam 2mg tablets","dmd","PNC"
"11475211000001102","Sodium valproate 300mg modified-release capsules","dmd","PNC"
"417678003","Zonisamide 50mg capsules","dmd","PNC"
"11500511000001106","Lamotrigine 5mg dispersible tablets sugar free (Actavis UK Ltd)","dmd","PNC"
"3147211000001102","Lamictal 100mg dispersible tablets (GlaxoSmithKline UK Ltd)","dmd","PNC"
"93865001000027106","Sodium valproate 200mg Tablet (Sterwin Medicines)","dmd","PNC"
"4206011000001101","Topamax 25mg sprinkle capsules (Janssen-Cilag Ltd)","dmd","PNC"
"30811000001102","Phenobarbital 30mg tablets (Teva UK Ltd)","dmd","PNC"
"8917211000001105","Gabapentin 300mg capsules (Mylan)","dmd","PNC"
"322945002","Phenytoin sodium 100mg capsules","dmd","PNC"
"11089411000001104","Sodium valproate 300mg/3ml solution for injection ampoules","dmd","PNC"
"7662511000001100","Clonazepam 2.5mg/ml drops sugar free","dmd","PNC"
"13411111000001108","Stiripentol 250mg capsules","dmd","PNC"
"323008001","Valproic acid 150mg gastro-resistant capsules","dmd","PNC"
"66975001000027101","PHENOBARBITONE 50MG & PHENYTOIN 100MG MG CAP","dmd","PNC"
"19868411000001101","Matever 500mg tablets (Aspire Pharma Ltd)","dmd","PNC"
"91205001000027108","Phenobarbital sodium 60mg tablet","dmd","PNC"
"731411000001109","Sodium valproate 200mg/5ml oral solution sugar free (Zentiva)","dmd","PNC"
"13411311000001105","Stiripentol 500mg capsules","dmd","PNC"
"322863001","Carbamazepine 100mg tablets","dmd","PNC"
"16266611000001101","Tegretol 200mg tablets (Lexon (UK) Ltd)","dmd","PNC"
"7891611000001101","Lyrica 200mg capsules (Upjohn UK Ltd)","dmd","PNC"
"569811000001102","Phenobarbital 15mg tablets (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"739111000001100","Epilim Chrono 500 tablets (Sanofi)","dmd","PNC"
"16185611000001106","Topiramate 15mg capsules (A A H Pharmaceuticals Ltd)","dmd","PNC"
"13665411000001101","Epilim Chronosphere MR 100mg granules sachets (Sanofi)","dmd","PNC"
"21733411000001106","Levetiracetam 500mg granules sachets sugar free","dmd","PNC"
"12948611000001108","Gabapentin 100mg capsules (Actavis UK Ltd)","dmd","PNC"
"13301211000001105","Sodium valproate 600mg/5ml oral solution","dmd","PNC"
"20167211000001107","Lamotrigine 50mg tablets (Accord Healthcare Ltd)","dmd","PNC"
"12645511000001102","Levetiracetam 250mg/5ml oral suspension","dmd","PNC"
"323037002","Tiagabine 10mg tablets","dmd","PNC"
"23640811000001104","Primidone 50mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"18469511000001101","Topiramate 25mg tablets (Accord Healthcare Ltd)","dmd","PNC"
"16194611000001106","Lamictal 25mg tablets (Lexon (UK) Ltd)","dmd","PNC"
"12174811000001102","Phenobarbital sodium 50mg/5ml oral suspension (Special Order)","dmd","PNC"
"3839911000001106","Trileptal 150mg tablets (Novartis Pharmaceuticals UK Ltd)","dmd","PNC"
"18769811000001106","Trobalt 400mg tablets (GlaxoSmithKline UK Ltd)","dmd","PNC"
"12387511000001107","Carbamazepine 100mg/5ml oral suspension","dmd","PNC"
"9460211000001105","Lamotrigine 200mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"51765001000027100","Valproate sodium 500mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd)","dmd","PNC"
"16085211000001103","Topiramate 25mg tablets (Actavis UK Ltd)","dmd","PNC"
"60595001000027105","Phenobarbital 50mg/5ml oral solution","dmd","PNC"
"14410411000001105","Lacosamide 15mg/ml oral solution sugar free","dmd","PNC"
"20128211000001100","Clonazepam 500micrograms/5ml oral solution sugar free","dmd","PNC"
"3924111000001103","Tegretol 250mg suppositories (Essential Pharma Ltd)","dmd","PNC"
"19490311000001103","Levetiracetam 500mg tablets (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"4554411000001103","Neurontin titration pack (Pfizer Ltd)","dmd","PNC"
"21039311000001103","Phenobarbital 30mg tablets (Bristol Laboratories Ltd)","dmd","PNC"
"9360611000001104","Lamotrigine 50mg tablets (IVAX Pharmaceuticals UK Ltd)","dmd","PNC"
"251985001000027100","Sodium valproate with valproic acid 1000mg modified release granules","dmd","PNC"
"9451211000001105","Lamotrigine 100mg tablets (Teva UK Ltd)","dmd","PNC"
"462911000001106","Sodium valproate 200mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"24108311000001104","Carbagen 100mg tablets (Mylan)","dmd","PNC"
"18078411000001107","Lamotrigine 25mg tablets (Fannin UK Ltd)","dmd","PNC"
"20901711000001105","Topiramate 25mg tablets (Sandoz Ltd)","dmd","PNC"
"20167411000001106","Lamotrigine 100mg tablets (Accord Healthcare Ltd)","dmd","PNC"
"262575001000027104","Lamotrigine 50mg Suppository","dmd","PNC"
"703730007","Perampanel 4mg tablets","dmd","PNC"
"16177411000001105","Topiramate 25mg tablets (Teva UK Ltd)","dmd","PNC"
"703734003","Perampanel 10mg tablets","dmd","PNC"
"704478002","Retigabine 100mg tablets","dmd","PNC"
"107835001000027109","TEGRETOL liq 100 MG/5ML LIQ","dmd","PNC"
"892411000001106","Epilim 200mg/5ml syrup (Sanofi)","dmd","PNC"
"322948000","Primidone 250mg tablets","dmd","PNC"
"138611000001109","Topamax 50mg tablets (Janssen-Cilag Ltd)","dmd","PNC"
"9450711000001106","Lamotrigine 25mg tablets (Teva UK Ltd)","dmd","PNC"
"21856411000001100","Clobazam 10mg/5ml oral suspension sugar free","dmd","PNC"
"8368611000001103","Clobazam 5mg/5ml oral solution","dmd","PNC"
"5240511000001109","Potassium bromide mixture","dmd","PNC"
"16178611000001107","Zebinix 800mg tablets (Eisai Ltd)","dmd","PNC"
"35928211000001109","Sodium valproate 200mg/5ml oral solution","dmd","PNC"
"12196711000001105","Phenobarbital sodium 50mg/5ml oral suspension","dmd","PNC"
"4196911000001102","Phenobarbital 15mg/5ml elixir (Thornton & Ross Ltd)","dmd","PNC"
"28742111000001100","Rewisca 300mg capsules (Consilient Health Ltd)","dmd","PNC"
"323038007","Tiagabine 15mg tablets","dmd","PNC"
"399711000001109","Phenytoin sodium 100mg tablets (Kent Pharmaceuticals Ltd)","dmd","PNC"
"364611000001102","Emeside 250mg/5ml syrup (Essential Pharma Ltd)","dmd","PNC"
"21802811000001108","Tapclob 5mg/5ml oral suspension (Martindale Pharmaceuticals Ltd)","dmd","PNC"
"16058511000001102","Lamotrigine 25mg tablets (Bristol Laboratories Ltd)","dmd","PNC"
"17459711000001106","Tegretol Prolonged Release 200mg tablets (Mawdsley-Brooks & Company Ltd)","dmd","PNC"
"322887004","Carbamazepine 125mg suppositories","dmd","PNC"
"8817911000001105","Phenytoin 90mg/5ml oral suspension","dmd","PNC"
"17511811000001101","Keppra 250mg tablets (Mawdsley-Brooks & Company Ltd)","dmd","PNC"
"19617711000001104","Mysoline 250mg tablets (DE Pharmaceuticals)","dmd","PNC"
"12095001000027109","Frisium 10mg Capsule (Aventis Pharma)","dmd","PNC"
"407845001","Oxcarbazepine 60mg/ml oral suspension sugar free","dmd","PNC"
"13893911000001100","Phenytoin 90mg/5ml oral solution","dmd","PNC"
"196211000001103","Carbamazepine 200mg tablets (Mylan)","dmd","PNC"
"23305911000001103","Primidone 50mg tablets (SERB)","dmd","PNC"
"380311000001102","Carbamazepine 200mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"9326611000001105","Lamotrigine 25mg tablets (Mylan)","dmd","PNC"
"658111000001104","Teril Retard 400mg tablets (Taro Pharmaceuticals (UK) Ltd)","dmd","PNC"
"224405001000027100","Gabitril 10mg Tablet (Sanofi-Synthelabo Ltd)","dmd","PNC"
"16195611000001107","Lamictal 25mg dispersible tablets (Lexon (UK) Ltd)","dmd","PNC"
"12191711000001104","Phenobarbital 60mg/5ml oral solution","dmd","PNC"
"8285511000001102","Levetiracetam 100mg/ml oral solution sugar free","dmd","PNC"
"323055006","Levetiracetam 250mg tablets","dmd","PNC"
"323009009","Valproic acid 300mg gastro-resistant capsules","dmd","PNC"
"323036006","Tiagabine 5mg tablets","dmd","PNC"
"9557911000001104","Gabapentin 300mg capsules (Zentiva)","dmd","PNC"
"11485111000001102","Primidone 250mg/5ml oral suspension (Drug Tariff Special Order)","dmd","PNC"
"8361211000001109","Clobazam 2.5mg/5ml oral solution","dmd","PNC"
"13356911000001102","Topiramate 5mg/5ml oral solution","dmd","PNC"
"323021008","Gabapentin 600mg tablets","dmd","PNC"
"56811000001101","Phenobarbital 15mg tablets (Kent Pharmaceuticals Ltd)","dmd","PNC"
"241345001000027106","Clonazepam 500micrograms/5ml solution sugar free","dmd","PNC"
"323029005","Topiramate 25mg tablets","dmd","PNC"
"489711000001100","Epilim Chrono 200 tablets (Sanofi)","dmd","PNC"
"4249911000001100","Sodium valproate 500mg modified-release tablets (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"704480008","Retigabine 300mg tablets","dmd","PNC"
"24109211000001102","Carbagen 400mg tablets (Mylan)","dmd","PNC"
"13653211000001108","Clonazepam 500microgram tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"159875001000027107","PHENYTOIN 25 MG SYR","dmd","PNC"
"5570311000001108","Gabapentin 600mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"15621611000001101","Phenytoin 300mg/5ml oral solution (Special Order)","dmd","PNC"
"9454711000001100","Lamotrigine 100mg tablets (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"21348611000001102","Phenytoin sodium 25mg capsules (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"15439411000001102","Epilim Chronosphere MR 1000mg granules sachets (Sanofi)","dmd","PNC"
"9450911000001108","Lamotrigine 50mg tablets (Teva UK Ltd)","dmd","PNC"
"80975001000027109","ETHOSUXIMIDE POW","dmd","PNC"
"108855001000027104","Carbamazepine 200mg Modified-release tablet (Generics (UK) Ltd)","dmd","PNC"
"17964111000001104","Phenobarbital 30mg tablets (Almus Pharmaceuticals Ltd)","dmd","PNC"
"14014011000001102","Gabapentin 400mg/5ml oral suspension","dmd","PNC"
"91511000001103","Carbamazepine 200mg tablets (Actavis UK Ltd)","dmd","PNC"
"322965009","Sodium valproate 200mg modified-release tablets","dmd","PNC"
"12949111000001107","Gabapentin 300mg capsules (Actavis UK Ltd)","dmd","PNC"
"7890811000001105","Lyrica 100mg capsules (Upjohn UK Ltd)","dmd","PNC"
"196675001000027107","Phenytoin 90mg/5ml oral solution sugar free","dmd","PNC"
"17895001000027107","Phenobarbital 15mg/5ml Oral solution (William Ransom)","dmd","PNC"
"251925001000027106","Sodium valproate with valproic acid 100mg modified release granules","dmd","PNC"
"8354911000001105","Carbamazepine 500mg/5ml oral suspension","dmd","PNC"
"3672511000001102","Trileptal 300mg tablets (Novartis Pharmaceuticals UK Ltd)","dmd","PNC"
"291011000001103","Rivotril 2mg tablets (Roche Products Ltd)","dmd","PNC"
"7865001000027106","Carbamazepine 100mg Tablet (Berk Pharmaceuticals Ltd)","dmd","PNC"
"66455001000027101","PHENYTOIN 30 MG TAB","dmd","PNC"
"8723911000001108","Topiramate 25mg/5ml oral suspension","dmd","PNC"
"4196611000001108","Phenobarbital 15mg/5ml elixir (A A H Pharmaceuticals Ltd)","dmd","PNC"
"703729002","Perampanel 2mg tablets","dmd","PNC"
"9454511000001105","Lamotrigine 50mg tablets (Alliance Healthcare (Distribution) Ltd)","dmd","PNC"
"15632911000001103","Phenytoin 300mg/5ml oral solution","dmd","PNC"
"8818211000001102","Primidone 50mg/5ml oral suspension","dmd","PNC"
"401511000001108","Neurontin 300mg capsules (Upjohn UK Ltd)","dmd","PNC"
"19817711000001105","Carbamazepine 200mg tablets (Almus Pharmaceuticals Ltd)","dmd","PNC"
"305485001000027106","Clonazepam 2mg/5ml oral solution sugar free","dmd","PNC"
"224395001000027108","Gabitril 5mg Tablet (Sanofi-Synthelabo Ltd)","dmd","PNC"
"11476211000001108","Episenta 500mg modified-release granules sachets (Desitin Pharma Ltd)","dmd","PNC"
"18155711000001103","Topamax 25mg sprinkle capsules (Mawdsley-Brooks & Company Ltd)","dmd","PNC"
"89011000001106","Carbamazepine 400mg tablets (Teva UK Ltd)","dmd","PNC"
"442041004","Lacosamide 50mg tablets","dmd","PNC"
"21213011000001101","Fycompa 6mg tablets (Eisai Ltd)","dmd","PNC"
"703732004","Perampanel 6mg tablets","dmd","PNC"
"12214111000001100","Phenobarbital 75mg/5ml oral suspension","dmd","PNC"
"125145001000027104","Methylphenobarbital 30mg Tablet","dmd","PNC"
"66935001000027103","PHENOBARBITONE & PHENYTOIN 60 MG CAP","dmd","PNC"
"929911000001107","Frisium 10mg tablets (Sanofi)","dmd","PNC"
"206611000001101","Carbamazepine 100mg tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"441836008","Lacosamide 200mg tablets","dmd","PNC"
"21213311000001103","Fycompa 8mg tablets (Eisai Ltd)","dmd","PNC"
"12862111000001104","Inovelon 100mg tablets (Eisai Ltd)","dmd","PNC"
"198711000001109","Epanutin 300mg capsules (Pfizer Ltd)","dmd","PNC"
"7655011000001106","Rivotril 2.5mg/1ml drops (Imported (Switzerland))","dmd","PNC"
"8723811000001103","Topiramate 50mg/5ml oral suspension","dmd","PNC"
"251945001000027109","Sodium valproate with valproic acid 250mg modified release granules","dmd","PNC"
"781611000001101","Sodium valproate 500mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)","dmd","PNC"
"421070002","Pregabalin 225mg capsules","dmd","PNC"
"20385001000027101","Mysoline 250mg Tablet (AstraZeneca UK Ltd)","dmd","PNC"
"8366411000001102","Clobazam 25mg/5ml oral solution","dmd","PNC"
"36038411000001103","Levetiracetam 500mg/5ml solution for infusion vials","dmd","PNC"
"322917008","Phenobarbital 60mg tablets","dmd","PNC"
"12213111000001102","Phenobarbital 25mg/5ml oral solution","dmd","PNC"
"195385001000027109","Sodium valproate with valproic acid 200mg modified release tablets","dmd","PNC"
"174985001000027109","Clonazepam 500microgram/5ml Oral solution (Rosemont Pharmaceuticals Ltd)","dmd","PNC"
"8792211000001101","Clobazam 2.5mg capsules","dmd","PNC"
"60705001000027108","Sodium valproate 500mg Gastro-resistant tablet (C P Pharmaceuticals Ltd)","dmd","PNC"
"16177011000001101","Topiramate 25mg capsules (Teva UK Ltd)","dmd","PNC"
"20167611000001109","Lamotrigine 200mg tablets (Accord Healthcare Ltd)","dmd","PNC"
"20167011000001102","Lamotrigine 25mg tablets (Accord Healthcare Ltd)","dmd","PNC"
"17985001000027100","Phenytoin 100mg Capsule (Actavis UK Ltd)","dmd","PNC"
"14624811000001106","Tegretol Prolonged Release 400mg tablets (Sigma Pharmaceuticals Plc)","dmd","PNC"
"13567111000001107","Lyrica 50mg capsules (Waymade Healthcare Plc)","dmd","PNC"
"35939211000001101","Phenobarbital 200mg/1ml solution for injection ampoules","dmd","PNC"
"8395711000001103","Clonazepam 250micrograms/5ml oral solution","dmd","PNC"
"20545811000001103","Lyrica 20mg/ml oral solution (Upjohn UK Ltd)","dmd","PNC"
"3711611000001107","Sabril 500mg oral powder sachets (Sanofi)","dmd","PNC"
"13324711000001107","Topiramate 12.5mg/5ml oral suspension","dmd","PNC"
"415163005","Pregabalin 200mg capsules","dmd","PNC"
"17822611000001103","Topiramate 25mg capsules (Phoenix Healthcare Distribution Ltd)","dmd","PNC"
"19817911000001107","Carbamazepine 400mg tablets (Almus Pharmaceuticals Ltd)","dmd","PNC"
"21803611000001104","Tapclob 10mg/5ml oral suspension (Martindale Pharmaceuticals Ltd)","dmd","PNC"
"929411000001104","Keppra 250mg tablets (UCB Pharma Ltd)","dmd","PNC"
"302911000001103","Neurontin 400mg capsules (Upjohn UK Ltd)","dmd","PNC"
"8361311000001101","Clobazam 2.5mg/5ml oral suspension","dmd","PNC"
"3923811000001107","Tegretol 125mg suppositories (Essential Pharma Ltd)","dmd","PNC"
"15075911000001102","Carbamazepine 400mg tablets (Sigma Pharmaceuticals Plc)","dmd","PNC"
"19484711000001106","Levetiracetam 250mg tablets (Teva UK Ltd)","dmd","PNC"
"21375311000001102","Phenytoin sodium 100mg capsules (A A H Pharmaceuticals Ltd)","dmd","PNC"
"21213911000001102","Fycompa 12mg tablets (Eisai Ltd)","dmd","PNC"
"14194411000001101","Vimpat 200mg tablets (UCB Pharma Ltd)","dmd","PNC"
"13665711000001107","Epilim Chronosphere MR 250mg granules sachets (Sanofi)","dmd","PNC"
"13016411000001100","Vigabatrin 500mg/5ml oral solution","dmd","PNC"
"100011000001108","Epilim 200mg/5ml liquid (Sanofi)","dmd","PNC"
"178425001000027101","Gabapentin 250mg/5ml Oral solution (Boots Pharmaceuticals Ltd)","dmd","PNC"
"12865211000001100","Rufinamide 100mg tablets","dmd","PNC"
"322991005","Lamotrigine 25mg dispersible tablets sugar free","dmd","PNC"
"37082411000001106","Carbamazepine 200mg modified-release tablets","dmd","PNC"
"48865001000027103","Luminal 30mg Tablet (Sanofi-Synthelabo Ltd)","dmd","PNC"
"789911000001106","Epilim Chrono 300 tablets (Sanofi)","dmd","PNC"
"10547411000001107","Keppra 250mg tablets (Waymade Healthcare Plc)","dmd","PNC"
"371194003","Primidone 250mg/5ml oral suspension","dmd","PNC"
"118005001000027107","Carbamazepine sr 200mg Tablet (IVAX Pharmaceuticals UK Ltd)","dmd","PNC"
"16193811000001107","Keppra 100mg/ml oral solution (Lexon (UK) Ltd)","dmd","PNC"
"19657311000001109","Sodium valproate 200mg/5ml oral solution sugar free (Wockhardt UK Ltd)","dmd","PNC"
