"Code","Desc","Type","Comorb"
"F11x9","Cerebral degeneration in Parkinson's disease","read_v2","PRK"
"XaOfZ","Cerebral degeneration in Parkinson's disease","read_ctv3","PRK"
"J12..","Duodenal ulcer - (DU)","read_v2","PEP"
"J12y2","Unspecified duodenal ulcer with perforation","read_v2","PEP"
"J13..","Peptic ulcer - (PU) site unspecified","read_v2","PEP"
"J11..","Gastric ulcer - (GU)","read_v2","PEP"
"J14..","Stomal ulcer","read_v2","PEP"
"J123.","Duodenal erosion","read_v2","PEP"
"76270","Closure of perforated duodenal ulcer","read_v2","PEP"
"J1302","Acute peptic ulcer with perforation","read_v2","PEP"
"7627.","Operations on duodenal ulcer","read_v2","PEP"
"761J.","Stomach ulcer operations","read_v2","PEP"
"J121.","Chronic duodenal ulcer","read_v2","PEP"
"J1112","Perforated chronic gastric ulcer","read_v2","PEP"
"J1101","Bleeding acute gastric ulcer","read_v2","PEP"
"J1102","Acute gastric ulcer with perforation","read_v2","PEP"
"J12z.","Duodenal ulcer NOS","read_v2","PEP"
"J14z.","Gastrojejunal ulcer NOS","read_v2","PEP"
"J14y2","Unspecified gastrojejunal ulcer with perforation","read_v2","PEP"
"J1201","Acute duodenal ulcer with haemorrhage","read_v2","PEP"
"J120.","Acute duodenal ulcer","read_v2","PEP"
"J1202","Acute duodenal ulcer with perforation","read_v2","PEP"
"J1211","Bleeding chronic duodenal ulcer","read_v2","PEP"
"J111.","Chronic gastric ulcer","read_v2","PEP"
"J13z.","Peptic ulcer NOS","read_v2","PEP"
"761J0","Closure of perforated gastric ulcer","read_v2","PEP"
"J122.","Duodenal ulcer disease","read_v2","PEP"
"J1020","Peptic ulcer of oesophagus","read_v2","PEP"
"J110.","Acute gastric ulcer","read_v2","PEP"
"J110y","Acute gastric ulcer unspecified","read_v2","PEP"
"ZV127","[V]Personal history of peptic ulcer","read_v2","PEP"
"J12yy","Unspec duodenal ulcer; unspec haemorrhage and/or perforation","read_v2","PEP"
"J124.","Recurrent duodenal ulcer","read_v2","PEP"
"J11z.","Gastric ulcer NOS","read_v2","PEP"
"J130.","Acute peptic ulcer","read_v2","PEP"
"J1210","Chronic duodenal ulcer without mention of complication","read_v2","PEP"
"761Jz","Operation on gastric ulcer NOS","read_v2","PEP"
"J11y2","Unspecified gastric ulcer with perforation","read_v2","PEP"
"J1111","Bleeding chronic gastric ulcer","read_v2","PEP"
"J1312","Chronic peptic ulcer with perforation","read_v2","PEP"
"J131.","Chronic peptic ulcer","read_v2","PEP"
"ZV12C","[V] Personal history of gastric ulcer","read_v2","PEP"
"J140z","Acute gastrojejunal ulcer NOS","read_v2","PEP"
"J1214","Chronic duodenal ulcer with obstruction","read_v2","PEP"
"J11yz","Unspecified gastric ulcer NOS","read_v2","PEP"
"J111z","Chronic gastric ulcer NOS","read_v2","PEP"
"J110z","Acute gastric ulcer NOS","read_v2","PEP"
"J1200","Acute duodenal ulcer without mention of complication","read_v2","PEP"
"J1301","Acute peptic ulcer with haemorrhage","read_v2","PEP"
"J140.","Acute gastrojejunal ulcer","read_v2","PEP"
"J1303","Acute peptic ulcer with haemorrhage and perforation","read_v2","PEP"
"J1203","Acute duodenal ulcer with haemorrhage and perforation","read_v2","PEP"
"J1110","Chronic gastric ulcer without mention of complication","read_v2","PEP"
"J130z","Acute peptic ulcer NOS","read_v2","PEP"
"J13y.","Unspecified peptic ulcer","read_v2","PEP"
"J121z","Chronic duodenal ulcer NOS","read_v2","PEP"
"J121y","Chronic duodenal ulcer unspecified","read_v2","PEP"
"J1314","Chronic peptic ulcer with obstruction","read_v2","PEP"
"J11y.","Unspecified gastric ulcer","read_v2","PEP"
"J1311","Chronic peptic ulcer with haemorrhage","read_v2","PEP"
"J12y.","Unspecified duodenal ulcer","read_v2","PEP"
"J120z","Acute duodenal ulcer NOS","read_v2","PEP"
"J120y","Acute duodenal ulcer unspecified","read_v2","PEP"
"J11y1","Unspecified gastric ulcer with haemorrhage","read_v2","PEP"
"J13yz","Unspecified peptic ulcer NOS","read_v2","PEP"
"J14y1","Unspecified gastrojejunal ulcer with haemorrhage","read_v2","PEP"
"J112.","Anti-platelet induced gastric ulcer","read_v2","PEP"
"J14y.","Unspecified gastrojejunal ulcer","read_v2","PEP"
"761D6","Endoscopic injection haemostasis of gastric ulcer","read_v2","PEP"
"761J1","Closure of gastric ulcer NEC","read_v2","PEP"
"J13y2","Unspecified peptic ulcer with perforation","read_v2","PEP"
"J1100","Acute gastric ulcer without mention of complication","read_v2","PEP"
"J111y","Chronic gastric ulcer unspecified","read_v2","PEP"
"76125","Resection of gastric ulcer by cautery","read_v2","PEP"
"J12yz","Unspecified duodenal ulcer NOS","read_v2","PEP"
"J14yz","Unspecified gastrojejunal ulcer NOS","read_v2","PEP"
"J13y0","Unspecified peptic ulcer without mention of complication","read_v2","PEP"
"J1114","Chronic gastric ulcer with obstruction","read_v2","PEP"
"J130y","Acute peptic ulcer unspecified","read_v2","PEP"
"J1300","Acute peptic ulcer without mention of complication","read_v2","PEP"
"J131z","Chronic peptic ulcer NOS","read_v2","PEP"
"J131y","Chronic peptic ulcer unspecified","read_v2","PEP"
"J13y1","Unspecified peptic ulcer with haemorrhage","read_v2","PEP"
"J12y0","Unspecified duodenal ulcer without mention of complication","read_v2","PEP"
"J1103","Acute gastric ulcer with haemorrhage and perforation","read_v2","PEP"
"J1213","Chronic duodenal ulcer with haemorrhage and perforation","read_v2","PEP"
"J1113","Chronic gastric ulcer with haemorrhage and perforation","read_v2","PEP"
"J12y4","Unspecified duodenal ulcer with obstruction","read_v2","PEP"
"J11y0","Unspecified gastric ulcer without mention of complication","read_v2","PEP"
"J1204","Acute duodenal ulcer with obstruction","read_v2","PEP"
"J11y4","Unspecified gastric ulcer with obstruction","read_v2","PEP"
"5329","","read_v2","PEP"
"5329P","","read_v2","PEP"
"5320","","read_v2","PEP"
"5319T","","read_v2","PEP"
"5319P","","read_v2","PEP"
"5339","","read_v2","PEP"
"5339D","","read_v2","PEP"
"5329B","","read_v2","PEP"
"5310","","read_v2","PEP"
"5349M","","read_v2","PEP"
"5330","","read_v2","PEP"
"5310P","","read_v2","PEP"
"K4271","","read_v2","PEP"
"5349G","","read_v2","PEP"
"5320P","","read_v2","PEP"
"5310T","","read_v2","PEP"
"5340G","","read_v2","PEP"
"K458 ","","read_v2","PEP"
"76121","Balfour excision of gastric ulcer","read_v2","PEP"
"J12y3","Unspecified duodenal ulcer with haemorrhage and perforation","read_v2","PEP"
"761Jy","Other specified operation on gastric ulcer","read_v2","PEP"
"J11yy","Unspec gastric ulcer; unspec haemorrhage and/or perforation","read_v2","PEP"
"J141.","Chronic gastrojejunal ulcer","read_v2","PEP"
"J13y3","Unspecified peptic ulcer with haemorrhage and perforation","read_v2","PEP"
"J1401","Acute gastrojejunal ulcer with haemorrhage","read_v2","PEP"
"J1310","Chronic peptic ulcer without mention of complication","read_v2","PEP"
"J13y4","Unspecified peptic ulcer with obstruction","read_v2","PEP"
"J1402","Acute gastrojejunal ulcer with perforation","read_v2","PEP"
"J1403","Acute gastrojejunal ulcer with haemorrhage and perforation","read_v2","PEP"
"J1104","Acute gastric ulcer with obstruction","read_v2","PEP"
"J1413","Chronic gastrojejunal ulcer with haemorrhage and perforation","read_v2","PEP"
"XE0Cf","Open excision of lesion of stomach NEC","read_ctv3","PEP"
"Xa3u7","Stomach ulcer excision","read_ctv3","PEP"
"XaFBs","Endoscopic injection haemostasis of gastric ulcer","read_ctv3","PEP"
"XE0Cr","Closure of gastric ulcer NEC","read_ctv3","PEP"
"XM1I9","Suture of ulcer of stomach NEC","read_ctv3","PEP"
"XE0aP","Gastric ulcer","read_ctv3","PEP"
"Xa6ot","Prepyloric ulcer","read_ctv3","PEP"
"Xa84h","Pyloric ulcer","read_ctv3","PEP"
"XaLWq","Anti-platelet induced gastric ulcer","read_ctv3","PEP"
"XE0aQ","Gastric ulcer NOS","read_ctv3","PEP"
"X301M","Gastric erosions","read_ctv3","PEP"
"XaELE","Multiple gastric ulcers","read_ctv3","PEP"
"X302b","Duodenal ulcer disease","read_ctv3","PEP"
"X302G","Duodenal erosion","read_ctv3","PEP"
"XE0aR","Peptic ulcer - (PU) site unspecified","read_ctv3","PEP"
"XE0aS","Gastrojejunal ulcer","read_ctv3","PEP"
"Xa1qA","Anastomotic ulcer","read_ctv3","PEP"
"Xa1qC","Gastrocolic ulcer","read_ctv3","PEP"
"Xa1qB","Jejunal ulcer","read_ctv3","PEP"
"XE24Y","[V]Personal history of digestive system disease","read_ctv3","PEP"
"XM1RN","H/O: duodenal ulcer","read_ctv3","PEP"
"XE0qB","H/O: peptic ulcer","read_ctv3","PEP"
"XaCLu","[V] Personal history of gastric ulcer","read_ctv3","PEP"
"G73z0","Intermittent claudication","read_v2","PVD"
"G73zz","Peripheral vascular disease NOS","read_v2","PVD"
"G73z.","Peripheral vascular disease NOS","read_v2","PVD"
"G73..","Other peripheral vascular disease","read_v2","PVD"
"662U.","Peripheral vascular disease monitoring","read_v2","PVD"
"XaIIV","Peripheral vascular disease monitoring","read_ctv3","PVD"
"XE0VP","Other peripheral vascular disease","read_ctv3","PVD"
"X203T","Lower limb ischaemia","read_ctv3","PVD"
"X203Q","Peripheral ischaemia","read_ctv3","PVD"
"XE0VR","Intermittent claudication","read_ctv3","PVD"
"XM1Qu","Claudication","read_ctv3","PVD"
"K200.","Prostatic hyperplasia unspecified","read_v2","PRO"
"K21z.","Prostatitis NOS","read_v2","PRO"
"K22..","Other disorders of prostate","read_v2","PRO"
"K20..","Prostatism","read_v2","PRO"
"K211.","Chronic prostatitis","read_v2","PRO"
"K2210","Prostatic congestion","read_v2","PRO"
"1AA..","Prostatism","read_v2","PRO"
"K21..","Prostatitis and other inflammatory diseases of prostate","read_v2","PRO"
"K22yz","Other prostate disorders NOS","read_v2","PRO"
"K20z.","Prostatic hyperplasia NOS","read_v2","PRO"
"K221.","Prostatic congestion or haemorrhage","read_v2","PRO"
"K220.","Calculus of prostate","read_v2","PRO"
"K22y.","Other disorders of prostate OS","read_v2","PRO"
"K213.","Prostatocystitis","read_v2","PRO"
"K212.","Abscess of prostate","read_v2","PRO"
"K22z.","Prostatic disorders NOS","read_v2","PRO"
"K202.","Prostatic hyperplasia of the medial lobe","read_v2","PRO"
"K22y2","Stricture of prostate","read_v2","PRO"
"K2211","Prostatic haemorrhage","read_v2","PRO"
"K222.","Atrophy of prostate","read_v2","PRO"
"K22y0","Prostatic fistula","read_v2","PRO"
"K21y.","Other prostatic inflammatory diseases","read_v2","PRO"
"K201.","Prostatic hyperplasia of the lateral lobe","read_v2","PRO"
"K22y1","Infarction of prostate","read_v2","PRO"
"K22y3","Periprostatic adhesions","read_v2","PRO"
"K221z","Prostatic congestion or haemorrhage NOS","read_v2","PRO"
"Kyu61","[X]Other specified disorders of prostate","read_v2","PRO"
"XE0e6","Benign prostatic hypertrophy","read_ctv3","PRO"
"Xa3fu","Benign adenoma of prostate","read_ctv3","PRO"
"XaYyg","Benign fibroma of prostate","read_ctv3","PRO"
"XaYyh","Benign myoma of prostate","read_ctv3","PRO"
"XE0e7","Prostatic inflammatory disease","read_ctv3","PRO"
"M1610","Psoriasis unspecified","read_v2","PSO"
"M161z","Psoriasis NOS","read_v2","PSO"
"M12z1","Eczema NOS","read_v2","PSO"
"M112.","Infantile eczema","read_v2","PSO"
"M101.","Seborrhoeic eczema","read_v2","PSO"
"M113.","Flexural eczema","read_v2","PSO"
"M111.","Atopic dermatitis/eczema","read_v2","PSO"
"14F1.","H/O: eczema","read_v2","PSO"
"M161B","Psoriasis plantaris","read_v2","PSO"
"M1616","Guttate psoriasis","read_v2","PSO"
"14F2.","H/O: psoriasis","read_v2","PSO"
"M12z3","Hand eczema","read_v2","PSO"
"M16..","Psoriasis and similar disorders","read_v2","PSO"
"M161D","Pustular psoriasis","read_v2","PSO"
"M119.","Discoid eczema","read_v2","PSO"
"M102.","Pustular eczema","read_v2","PSO"
"M12..","Contact eczema","read_v2","PSO"
"M114.","Allergic (intrinsic) eczema","read_v2","PSO"
"F5024","Eczema of external ear","read_v2","PSO"
"M161A","Psoriasis palmaris","read_v2","PSO"
"M12z4","Erythrodermic eczema","read_v2","PSO"
"M16y0","Scalp psoriasis","read_v2","PSO"
"M07y.","Pustular eczema","read_v2","PSO"
"F4D31","Contact eczema - eyelids","read_v2","PSO"
"M161H","Erythrodermic psoriasis","read_v2","PSO"
"M1614","Psoriasis discoidea","read_v2","PSO"
"M161E","Psoriasis universalis","read_v2","PSO"
"M1611","Psoriasis annularis","read_v2","PSO"
"M1615","Psoriasis geographica","read_v2","PSO"
"M161.","Other psoriasis","read_v2","PSO"
"Myu22","[X]Exacerbation of eczema","read_v2","PSO"
"M161C","Psoriasis punctata","read_v2","PSO"
"F4D30","Eczematous eyelid dermatitis","read_v2","PSO"
"M161F","Psoriasis vulgaris","read_v2","PSO"
"M1612","Psoriasis circinata","read_v2","PSO"
"M16z.","Psoriasis and similar disorders NOS","read_v2","PSO"
"Myu2.","[X]Dermatitis and eczema","read_v2","PSO"
"M16y.","Other psoriasis and similar disorders","read_v2","PSO"
"M1613","Psoriasis diffusa","read_v2","PSO"
"M1618","Psoriasis inveterata","read_v2","PSO"
"M1619","Psoriasis ostracea","read_v2","PSO"
"M1617","Psoriasis gyrata","read_v2","PSO"
"Myu30","[X]Other psoriasis","read_v2","PSO"
"M11A.","Asteatotic eczema","read_v2","PSO"
"M1y2.","Gravitational eczema","read_v2","PSO"
"M166.","Palmoplantar pustular psoriasis","read_v2","PSO"
"Xa0p8","Eyelid eczema","read_ctv3","PSO"
"XE16i","Contact or allergic eyelid dermatitis","read_ctv3","PSO"
"Xa9Bb","Contact dermatitis of eyelid","read_ctv3","PSO"
"XE17A","Acute eczematoid otitis extern","read_ctv3","PSO"
"X00iT","Eczema of external ear","read_ctv3","PSO"
"XE1Ag","Other specified local infection of skin or subcutaneous tissue","read_ctv3","PSO"
"XaY4a","Pustular eczema","read_ctv3","PSO"
"XE1An","Seborrhoeic dermatitis","read_ctv3","PSO"
"M100.","Seborrhoeic dermatitis of scalp","read_ctv3","PSO"
"XE1C6","Atopic eczema/dermatitis NOS","read_ctv3","PSO"
"X505j","Discoid eczema","read_ctv3","PSO"
"X506Q","Asteatotic eczema","read_ctv3","PSO"
"XE1Ap","Contact dermatitis and other eczemas","read_ctv3","PSO"
"Xa9CV","Contact dermatitis","read_ctv3","PSO"
"X5062","Occupational allergic contact dermatitis","read_ctv3","PSO"
"XE1Av","Eczema NOS","read_ctv3","PSO"
"X505L","Hand eczema","read_ctv3","PSO"
"X506T","Erythrodermic eczema","read_ctv3","PSO"
"XaYOx","Pustular psoriasis","read_ctv3","PSO"
"XaNXt","Psoriasis vulgaris","read_ctv3","PSO"
"XaNXa","Chronic large plaque psoriasis","read_ctv3","PSO"
"X506b","Erythrodermic psoriasis","read_ctv3","PSO"
"X506m","Palmoplantar pustular psoriasis","read_ctv3","PSO"
"X506i","Scalp psoriasis","read_ctv3","PSO"
"X506K","Gravitational eczema","read_ctv3","PSO"
"XaINM","Exacerbation of eczema","read_ctv3","PSO"
"E2500","Nondependent alcohol abuse, unspecified","read_v2","PSM"
"E240.","Heroin dependence","read_v2","PSM"
"E25z.","Misuse of drugs NOS","read_v2","PSM"
"E24..","Drug addiction","read_v2","PSM"
"E252.","Nondependent cannabis abuse","read_v2","PSM"
"Eu112","[X]Heroin addiction","read_v2","PSM"
"E246.","Glue sniffing dependence","read_v2","PSM"
"E253.","Nondependent hallucinogen abuse","read_v2","PSM"
"8B23.","Drug addictn therap-methadone","read_v2","PSM"
"E25..","Nondependent abuse of drugs","read_v2","PSM"
"E243.","Cannabis type drug dependence","read_v2","PSM"
"13c..","Drug user","read_v2","PSM"
"Eu192","[X]Drug addiction NOS","read_v2","PSM"
"Eu152","[X]Drug addiction-other stimul","read_v2","PSM"
"Eu12.","[X]Mental and behavioural disorders due to use cannabinoids","read_v2","PSM"
"Eu19.","[X]Men & behav disorder multiple drug use/psychoactive subst","read_v2","PSM"
"SL850","Cocaine poisoning","read_v2","PSM"
"E256.","Nondependent cocaine abuse","read_v2","PSM"
"Eu142","[X]Drug addiction - cocaine","read_v2","PSM"
"E242.","Cocaine type drug dependence","read_v2","PSM"
"Eu105","[X]Mental & behav dis due to use alcohol: psychotic disorder","read_v2","PSM"
"E249.","Combined drug dependence, excluding opioids","read_v2","PSM"
"E25y.","Nondependent other drug abuse","read_v2","PSM"
"SL501","Heroin poisoning","read_v2","PSM"
"E2402","Episodic opioid dependence","read_v2","PSM"
"E24A.","Ecstasy type drug dependence","read_v2","PSM"
"9G2..","Drug addict notific admin","read_v2","PSM"
"Eu122","[X]Drug addiction - cannabis","read_v2","PSM"
"E245.","LSD dependence","read_v2","PSM"
"13c0.","Injecting drug user","read_v2","PSM"
"E244.","Amphetamine or other psychostimulant dependence","read_v2","PSM"
"E257.","Nondependent amphetamine or other psychostimulant abuse","read_v2","PSM"
"9HC0.","Initial substance misuse assessment","read_v2","PSM"
"E240z","Opioid drug dependence NOS","read_v2","PSM"
"E2430","Cannabis dependence, unspecified","read_v2","PSM"
"Eu195","[X]Ment/behav dis mlti drug use/oth psyc sbs: psychotc dis","read_v2","PSM"
"9G21.","Drug addict notific to CMO","read_v2","PSM"
"E2471","Other specified drug dependence, continuous","read_v2","PSM"
"E2572","Nondependent amphetamine or psychostimulant abuse, episodic","read_v2","PSM"
"E2522","Nondependent cannabis abuse, episodic","read_v2","PSM"
"E252z","Nondependent cannabis abuse NOS","read_v2","PSM"
"Eu113","[X]Cold turkey, opiate withdrawal","read_v2","PSM"
"E244z","Amphetamine or psychostimulant dependence NOS","read_v2","PSM"
"E2421","Cocaine dependence, continuous","read_v2","PSM"
"E2420","Cocaine dependence, unspecified","read_v2","PSM"
"13cE.","Prolonged high dose use of cannabis","read_v2","PSM"
"E248.","Combined opioid with other drug dependence","read_v2","PSM"
"E255.","Nondependent opioid abuse","read_v2","PSM"
"Eu117","[X]Men & beh dis due opioids: resid & late-onset psychot dis","read_v2","PSM"
"13c5.","Substance misuse increased","read_v2","PSM"
"U205.","[X]Overdose - heroin","read_v2","PSM"
"13cH.","Persistent substance misuse","read_v2","PSM"
"8B2N.","Drug addiction detoxification therapy - methadone","read_v2","PSM"
"E24z.","Drug dependence NOS","read_v2","PSM"
"Eu1..","[X]Mental and behavioural disorders due to psychoactive subs","read_v2","PSM"
"13c1.","Intravenous drug user","read_v2","PSM"
"146C.","Failed heroin detoxification","read_v2","PSM"
"8BAX.","Drug dependence home detoxification","read_v2","PSM"
"8B2P.","Drug addiction maintenance therapy - methadone","read_v2","PSM"
"7P220","Delivery of rehabilitation for drug addiction","read_v2","PSM"
"Eu18.","[X]Mental & behav disorders due to use of volatile solvents","read_v2","PSM"
"SL970","Amfetamine poisoning","read_v2","PSM"
"Eu14.","[X]Mental and behavioural disorders due to use of cocaine","read_v2","PSM"
"Eu1A.","[X]Mental and behavioural disorders due use of crack cocaine","read_v2","PSM"
"8BAW.","Drug dependence self detoxification","read_v2","PSM"
"SL50.","Opiate poisoning","read_v2","PSM"
"E2560","Nondependent cocaine abuse, unspecified","read_v2","PSM"
"E243z","Cannabis drug dependence NOS","read_v2","PSM"
"Eu182","[X]Drug addiction - solvent","read_v2","PSM"
"E2462","Glue sniffing dependence, episodic","read_v2","PSM"
"E259z","Nondependent mixed drug abuse NOS","read_v2","PSM"
"TJ960","Adverse reaction to cannabis","read_v2","PSM"
"E242z","Cocaine drug dependence NOS","read_v2","PSM"
"9k5..","Drug misuse - enhanced services administration","read_v2","PSM"
"Eu167","[X]Post hallucinogen perception disorder","read_v2","PSM"
"13c6.","Substance misuse decreased","read_v2","PSM"
"13c8.","Reduced drugs misuse","read_v2","PSM"
"SL960","Cannabis poisoning","read_v2","PSM"
"SL505","Morphine poisoning","read_v2","PSM"
"Eu120","[X]Mental & behav dis due cannabinoids: acute intoxication","read_v2","PSM"
"E2440","Amphetamine or psychostimulant dependence, unspecified","read_v2","PSM"
"SL972","Ecstasy poisoning","read_v2","PSM"
"Eu111","[X]Mental and behav dis due to use of opioids: harmful use","read_v2","PSM"
"13cB.","Misuses drugs orally","read_v2","PSM"
"E2400","Unspecified opioid dependence","read_v2","PSM"
"E2460","Glue sniffing dependence, unspecified","read_v2","PSM"
"E2441","Amphetamine or psychostimulant dependence, continuous","read_v2","PSM"
"Eu125","[X]Mental & behav dis due to cannabinoids: psychotic disordr","read_v2","PSM"
"E2570","Nondependent amphetamine/psychostimulant abuse, unspecified","read_v2","PSM"
"E2422","Cocaine dependence, episodic","read_v2","PSM"
"E2521","Nondependent cannabis abuse, continuous","read_v2","PSM"
"E2550","Nondependent opioid abuse, unspecified","read_v2","PSM"
"E247z","Other specified drug dependence NOS","read_v2","PSM"
"TJ850","Adverse reaction to cocaine","read_v2","PSM"
"L183.","Drug dependence in pregnancy, childbirth and the puerperium","read_v2","PSM"
"E2520","Nondependent cannabis abuse, unspecified","read_v2","PSM"
"13c4.","Intranasal drug user","read_v2","PSM"
"Eu110","[X]Mental & behav dis due to use opioids: acute intoxication","read_v2","PSM"
"E2431","Cannabis dependence, continuous","read_v2","PSM"
"E2401","Continuous opioid dependence","read_v2","PSM"
"E2573","Nondependent amphetamine/psychostimulant abuse in remission","read_v2","PSM"
"8B2Q.","Drug addiction maintenance therapy - buprenorphine","read_v2","PSM"
"E2562","Nondependent cocaine abuse, episodic","read_v2","PSM"
"13cD.","Episodic use of drugs","read_v2","PSM"
"E2433","Cannabis dependence in remission","read_v2","PSM"
"9HC2.","Substance misuse clinical management plan agreed","read_v2","PSM"
"E2561","Nondependent cocaine abuse, continuous","read_v2","PSM"
"Eu11.","[X]Mental and behavioural disorders due to use of opioids","read_v2","PSM"
"Eu141","[X]Mental and behav dis due to use of cocaine: harmful use","read_v2","PSM"
"Eu162","[X]Drug addiction - hallucinogen","read_v2","PSM"
"E257z","Nondependent amphetamine or psychostimulant abuse NOS","read_v2","PSM"
"E253z","Nondependent hallucinogen abuse NOS","read_v2","PSM"
"Eu18z","[X]Ment/behav dis due use vol solvents: unsp ment/behav dis","read_v2","PSM"
"Eu145","[X]Mental & behav dis due to use cocaine: psychotic disorder","read_v2","PSM"
"Eu140","[X]Mental & behav dis due to use cocaine: acute intoxication","read_v2","PSM"
"E2442","Amphetamine or psychostimulant dependence, episodic","read_v2","PSM"
"13c7.","Current drug user","read_v2","PSM"
"Eu180","[X]Mental & behav dis due vol solvents: acute intoxication","read_v2","PSM"
"Eu16.","[X]Mental and behavioural disorders due to use hallucinogens","read_v2","PSM"
"Eu121","[X]Mental and behav dis due to use cannabinoids: harmful use","read_v2","PSM"
"E2412","Hypnotic or anxiolytic dependence, episodic","read_v2","PSM"
"Eu115","[X]Mental & behav dis due to use opioids: psychotic disorder","read_v2","PSM"
"8B2R.","Drug addiction detoxification therapy - buprenorphine","read_v2","PSM"
"E247.","Other specified drug dependence","read_v2","PSM"
"Eu193","[X]Mental and behav dis mlti/oth psychoa sbs: withdrwl state","read_v2","PSM"
"U1A5.","[X]Accidental poisoning with heroin","read_v2","PSM"
"Eu11y","[X]Men & behav dis due to use opioids: oth men & behav dis","read_v2","PSM"
"E2432","Cannabis dependence, episodic","read_v2","PSM"
"E2571","Nondependent amphetamine/psychostimulant abuse, continuous","read_v2","PSM"
"E2592","Nondependent mixed drug abuse, episodic","read_v2","PSM"
"E259.","Nondependent mixed drug abuse","read_v2","PSM"
"E2491","Combined drug dependence, excluding opioid, continuous","read_v2","PSM"
"T800.","Accidental poisoning by heroin","read_v2","PSM"
"E25y1","Nondependent other drug abuse, continuous","read_v2","PSM"
"Eu165","[X]Mental & behav dis due to hallucinogens: psychotic disord","read_v2","PSM"
"U60A1","[X]Opioid recept antag causing adverse effect in therap use","read_v2","PSM"
"Eu163","[X]Mental and behav dis due hallucinogens: withdrawal state","read_v2","PSM"
"E2480","Combined opioid with other drug dependence, unspecified","read_v2","PSM"
"E2590","Nondependent mixed drug abuse, unspecified","read_v2","PSM"
"Eu15z","[X]Ment/beh dis oth stims inc caffeine: unsp ment/behav disd","read_v2","PSM"
"Eu197","[X]Men/beh dis mlt drg use/oth subs: resid/late psychot dis","read_v2","PSM"
"Eu127","[X]Mnt/bh dis due cannabinds: resid & late-onset psychot dis","read_v2","PSM"
"E2551","Nondependent opioid abuse, continuous","read_v2","PSM"
"9G2Z.","Drug addiction notif NOS","read_v2","PSM"
"E2563","Nondependent cocaine abuse in remission","read_v2","PSM"
"Eu181","[X]Mental and behav dis due volatile solvents: harmful use","read_v2","PSM"
"E246z","Glue sniffing dependence NOS","read_v2","PSM"
"E2470","Other specified drug dependence, unspecified","read_v2","PSM"
"Z1Q62","Methadone maintenance","read_v2","PSM"
"9G23.","Drug addict re-notif to CMO","read_v2","PSM"
"Eu1A0","[X]Ment behav dis due use crack cocaine: acute intoxication","read_v2","PSM"
"Eu190","[X]Mental/behav dis multi drg use/psychoac subs: acute intox","read_v2","PSM"
"8I2N.","Drug dependence home detoxification contraindicated","read_v2","PSM"
"Eu184","[X]Men & beh dis vol solvents: withdrawal state wth delirium","read_v2","PSM"
"9k50.","Drug misuse - enhanced service completed","read_v2","PSM"
"E2492","Combined drug dependence, excluding opioid, episodic","read_v2","PSM"
"E2591","Nondependent mixed drug abuse, continuous","read_v2","PSM"
"Eu191","[X]Mental and behav dis mlti drg/oth psychoa sbs: harmfl use","read_v2","PSM"
"E25y0","Nondependent other drug abuse, unspecified","read_v2","PSM"
"L1831","Drug dependence during pregnancy - baby delivered","read_v2","PSM"
"E2481","Combined opioid with other drug dependence, continuous","read_v2","PSM"
"E2482","Combined opioid with other drug dependence, episodic","read_v2","PSM"
"Eu12y","[X]Men/behav dis due to use cannabinoids: oth men/behav disd","read_v2","PSM"
"E25yz","Nondependent other drug abuse NOS","read_v2","PSM"
"E256z","Nondependent cocaine abuse NOS","read_v2","PSM"
"E2552","Nondependent opioid abuse, episodic","read_v2","PSM"
"E25y2","Nondependent other drug abuse, episodic","read_v2","PSM"
"Eu12z","[X]Ment/behav dis due use cannabinoids: unsp ment/behav disd","read_v2","PSM"
"Eu123","[X]Mental and behav dis due cannabinoids: withdrawal state","read_v2","PSM"
"9G24.","Drug addict-notify local SMR22","read_v2","PSM"
"Eu194","[X]Mnt/bh dis mlti drg use/oth psy sbs: wthdr state + dlrium","read_v2","PSM"
"Eu160","[X]Mental & behav dis due hallucinogens: acute intoxicatn","read_v2","PSM"
"L1833","Drug dependence during pregnancy - baby not yet delivered","read_v2","PSM"
"E2533","Nondependent hallucinogen abuse in remission","read_v2","PSM"
"Eu161","[X]Mental and behav dis due to use hallucinogens: harmfl use","read_v2","PSM"
"Eu143","[X]Mental and behav dis due to use cocaine: withdrawal state","read_v2","PSM"
"E245z","Hallucinogen dependence NOS","read_v2","PSM"
"E255z","Nondependent opioid abuse NOS","read_v2","PSM"
"9G22.","Drug addict re-notific due","read_v2","PSM"
"Eu19z","[X]Ment/beh dis multi drug use/oth psy sbs unsp mnt/beh dis","read_v2","PSM"
"E2530","Nondependent hallucinogen abuse, unspecified","read_v2","PSM"
"E2451","Hallucinogen dependence, continuous","read_v2","PSM"
"E249z","Combined drug dependence, excluding opioid, NOS","read_v2","PSM"
"E2472","Other specified drug dependence, episodic","read_v2","PSM"
"9HC3.","Substance misuse clinical management plan reviewed","read_v2","PSM"
"E2452","Hallucinogen dependence, episodic","read_v2","PSM"
"E248z","Combined opioid with other drug dependence NOS","read_v2","PSM"
"1TF..","Does not use heroin on top of substitution therapy","read_v2","PSM"
"Eu1A1","[X]Mental behav disorders due use crack cocaine: harmful use","read_v2","PSM"
"1TE..","Uses heroin on top of substitution therapy","read_v2","PSM"
